date,open,high,low,close,volume,symbol
2023-11-17,3316.8464276110644,3342.117274250342,3311.820641047624,3321.208251953125,2021292,TCS.NS
2023-11-20,3310.5881275421775,3351.0310234505346,3310.5881275421775,3337.47119140625,1475621,TCS.NS
2023-11-21,3337.47059986266,3355.914070258096,3319.8330054315065,3328.556884765625,1807236,TCS.NS
2023-11-22,3318.885363485057,3349.8457300587393,3300.963475125066,3347.47509765625,1798051,TCS.NS
2023-11-23,3347.3327526243943,3360.608293286361,3318.8851654916093,3326.708251953125,2729804,TCS.NS
2023-11-24,3313.432579520662,3323.199630349241,3274.3171487686473,3278.205078125,1989733,TCS.NS
2023-11-28,3278.2053183724934,3301.1055341791257,3255.35233000702,3290.579833984375,1689195,TCS.NS
2023-11-29,3300.8683019137984,3335.9536587568928,3295.9374331994227,3331.923583984375,1441634,TCS.NS
2023-11-30,3318.3636112436993,3334.6735150515265,3300.8683912942124,3307.126953125,3266235,TCS.NS
2023-12-01,3318.8850754721416,3334.9579154648036,3309.4500056304237,3329.93212890625,1172141,TCS.NS
2023-12-04,3361.22486202807,3364.2119978451533,3316.9889527312685,3330.691162109375,1625213,TCS.NS
2023-12-05,3354.91833456224,3354.91833456224,3321.539883018368,3348.849609375,1377656,TCS.NS
2023-12-06,3349.798066644154,3425.8953568600905,3342.733397798537,3417.59814453125,1896572,TCS.NS
2023-12-07,3418.451744252406,3442.6796524305582,3405.839934234335,3427.83935546875,1967653,TCS.NS
2023-12-08,3445.002848273671,3456.381883280356,3415.6544667870103,3439.02880859375,1641155,TCS.NS
2023-12-11,3435.4253229469305,3463.967827707981,3427.9342176743367,3454.390380859375,1102503,TCS.NS
2023-12-12,3450.64486709552,3507.018456073914,3443.1063027918103,3482.07958984375,2236866,TCS.NS
2023-12-13,3455.00713058484,3461.1233158964483,3378.625308092889,3407.594482421875,3850968,TCS.NS
2023-12-14,3442.157806348635,3487.673942630931,3439.8820921373363,3477.480224609375,3290396,TCS.NS
2023-12-15,3476.9592297334216,3694.3462300418696,3476.9592297334216,3661.204833984375,8531230,TCS.NS
2023-12-18,3658.454375233171,3725.6854089978647,3631.9505231450003,3659.497314453125,2521612,TCS.NS
2023-12-19,3646.0323859625214,3655.6098328171565,3593.87847667047,3618.72265625,2004435,TCS.NS
2023-12-20,3629.2008491847714,3697.0483893157384,3571.6419454448946,3584.443359375,2586083,TCS.NS
2023-12-21,3561.874909756601,3609.7142216441343,3549.642540106947,3591.5078125,1517562,TCS.NS
2023-12-22,3603.360828096398,3646.9330002294705,3567.327219815434,3626.118896484375,2413058,TCS.NS
2023-12-26,3622.1837035954127,3635.6013886790356,3594.020409040858,3599.14111328125,1285231,TCS.NS
2023-12-27,3602.4128061086403,3620.619215684377,3573.0169658903283,3613.9814453125,1293976,TCS.NS
2023-12-28,3626.119100844942,3639.3946414861102,3595.8699258439583,3603.26611328125,1682889,TCS.NS
2023-12-29,3595.775077575502,3624.791709570154,3570.5514572660563,3597.1025390625,1574996,TCS.NS
2024-01-01,3593.8782471740074,3633.7048662719776,3577.757948967686,3613.886474609375,825907,TCS.NS
2024-01-02,3613.8865694951905,3613.8865694951905,3572.3055889566763,3587.43017578125,1344068,TCS.NS
2024-01-03,3572.0686772686777,3576.667796440322,3496.255904152082,3500.712646484375,1803075,TCS.NS
2024-01-04,3510.1951028326184,3526.552465032622,3462.071269113768,3477.0537109375,3598144,TCS.NS
2024-01-05,3484.829351387596,3553.8147487517995,3484.687206057707,3544.474365234375,1963127,TCS.NS
2024-01-08,3544.4744750104824,3546.2288355043906,3482.3639091369514,3487.958740234375,1067805,TCS.NS
2024-01-09,3517.9707687302525,3558.1768302364985,3492.1783363813142,3498.958251953125,1370944,TCS.NS
2024-01-10,3499.0528825925608,3536.271805530707,3497.1563769651393,3520.91015625,1292227,TCS.NS
2024-01-11,3531.2939700655124,3577.75836440848,3515.17366998734,3542.246337890625,1777909,TCS.NS
2024-01-12,3648.8769751462355,3703.16445093291,3623.843192451792,3681.876220703125,6813450,TCS.NS
2024-01-15,3755.0815627176166,3759.8228273170075,3683.962593726753,3701.789794921875,2801505,TCS.NS
2024-01-16,3697.2381021359224,3697.2381021359224,3656.036559430459,3661.489013671875,1432672,TCS.NS
2024-01-17,3621.377530038045,3707.621077964697,3615.2613456327895,3683.5830078125,3458696,TCS.NS
2024-01-18,3696.290043384287,3706.5312216683974,3662.152936775299,3700.652099609375,2239110,TCS.NS
2024-01-19,3766.9193017431467,3784.631985387999,3738.321317166315,3765.057373046875,2941975,TCS.NS
2024-01-23,3723.9505733958886,3756.3202043628303,3669.28488869668,3684.085205078125,2618854,TCS.NS
2024-01-24,3704.8530094630705,3708.3381516492786,3633.8115913955444,3668.37744140625,2657709,TCS.NS
2024-01-25,3666.5634951802735,3686.711116154436,3608.1261628069346,3638.2998046875,2205154,TCS.NS
