date,open,high,low,close,volume,symbol
2023-11-17,725.16173850318,733.6787387876133,724.6750527726409,732.5106811523438,23701874,HDFCBANK.NS
2023-11-20,736.3554985735485,736.3554985735485,730.7829708116128,732.559326171875,19331452,HDFCBANK.NS
2023-11-21,739.2756311878541,740.7356883923068,735.9174877356371,738.7645874023438,24959972,HDFCBANK.NS
2023-11-22,739.7623819588872,739.7623819588872,731.7564246812467,736.1365966796875,29123650,HDFCBANK.NS
2023-11-23,734.1654789893513,741.6360936254299,734.1654789893513,740.3950805664062,13046220,HDFCBANK.NS
2023-11-24,740.3463584220192,746.1622889319527,739.6893445243804,745.6512451171875,16469192,HDFCBANK.NS
2023-11-28,747.1598626215828,748.1575920701932,742.5850645710412,743.9721069335938,28489338,HDFCBANK.NS
2023-11-29,746.5272858530379,760.6898293348779,746.0892567948611,758.8161010742188,34042488,HDFCBANK.NS
2023-11-30,763.6829374580863,765.2889647471237,750.542422535641,758.645751953125,69491440,HDFCBANK.NS
2023-12-01,758.2077422076743,762.028213465217,755.3849410922298,756.9910278320312,22153536,HDFCBANK.NS
2023-12-04,772.8569470817542,784.5374047202694,765.873018667368,783.2720336914062,50662456,HDFCBANK.NS
2023-12-05,796.4611682648754,797.6778825457567,786.7274540178253,790.2315673828125,52230820,HDFCBANK.NS
2023-12-06,797.4102676843459,797.4102676843459,786.8005536561491,792.2271118164062,38613060,HDFCBANK.NS
2023-12-07,790.86431017188,795.2444817359088,786.5814519897668,793.5167236328125,20450386,HDFCBANK.NS
2023-12-08,793.5167060552014,805.4648642096952,793.5167060552014,804.5888061523438,33728038,HDFCBANK.NS
2023-12-11,803.0558607692541,809.6990738547369,801.5714454396721,803.5181884765625,23187620,HDFCBANK.NS
2023-12-12,805.0755276490755,806.0732571804058,794.1981132379304,795.5364990234375,36581476,HDFCBANK.NS
2023-12-13,794.4901060535459,796.2178641804811,786.0461204150259,793.7357788085938,29346914,HDFCBANK.NS
2023-12-14,801.0846735866597,807.3872297272943,800.5979878797419,803.1044311523438,35172366,HDFCBANK.NS
2023-12-15,803.0314839042278,811.7918273650013,801.3767404796611,806.2192993164062,138837130,HDFCBANK.NS
2023-12-18,808.2389706500245,810.1857135762941,803.4937847672423,805.8055419921875,18014754,HDFCBANK.NS
2023-12-19,803.0314705665357,807.2413140972394,800.135714179051,804.44287109375,24008446,HDFCBANK.NS
2023-12-20,806.9249181384845,812.2541029714071,800.3303029144753,806.438232421875,34232520,HDFCBANK.NS
2023-12-21,806.4382794041677,822.3772375517154,803.1531506256655,820.892822265625,36589240,HDFCBANK.NS
2023-12-22,819.3840760112807,820.5034769444852,811.3537615362043,813.1788330078125,48578850,HDFCBANK.NS
2023-12-26,814.3469167985355,820.5278019503709,812.059517577905,818.8244018554688,18045856,HDFCBANK.NS
